order_date,product,category,region,quantity,sales,profit,year,month,month_name,year_month
2013-07-06,"Nokia Speaker Phone, Full Size",Technology,Central,3,335.988,37.278,2013,7,Jul,2013-07-01
2013-07-06,"Brother Fax and Copier, Laser",Technology,Central,3,382.21404,41.35404,2013,7,Jul,2013-07-01
2013-07-06,"Rogers File Cart, Single Width",Office Supplies,South,3,284.16,113.64,2013,7,Jul,2013-07-01
2013-07-06,"Office Star Steel Folding Chair, Black",Furniture,South,7,416.64,191.52,2013,7,Jul,2013-07-01
2013-07-06,"Cisco Headset, Full Size",Technology,EMEA,1,89.73,30.48,2013,7,Jul,2013-07-01
2013-07-06,"Safco 3-Shelf Cabinet, Pine",Furniture,South,2,226.92,22.68,2013,7,Jul,2013-07-01
2013-07-06,"Ibico Binding Machine, Economy",Office Supplies,Africa,6,308.52,27.72,2013,7,Jul,2013-07-01
2013-07-06,"Binney & Smith Markers, Water Color",Office Supplies,Caribbean,4,58.176,12.336,2013,7,Jul,2013-07-01
2013-07-06,"Stanley Markers, Easy-Erase",Office Supplies,EMEA,4,89.88,0.0,2013,7,Jul,2013-07-01
2013-07-06,"Rubbermaid Clock, Durable",Furniture,EMEA,2,94.38,33.96,2013,7,Jul,2013-07-01
2013-07-06,"Boston Pens, Easy-Erase",Office Supplies,EMEA,8,115.92,38.16,2013,7,Jul,2013-07-01
2013-07-06,"Sanford Pencil Sharpener, Water Color",Office Supplies,Central,5,130.5,33.9,2013,7,Jul,2013-07-01
2013-07-06,"Enermax Flash Drive, Programmable",Technology,Central,4,154.872,44.712,2013,7,Jul,2013-07-01
2013-07-06,"SanDisk Mouse, Programmable",Technology,EMEA,1,39.81,15.51,2013,7,Jul,2013-07-01
2013-07-06,"Binney & Smith Canvas, Blue",Office Supplies,Africa,2,30.816,-52.404,2013,7,Jul,2013-07-01
2013-07-06,"Binney & Smith Pens, Fluorescent",Office Supplies,EMEA,2,26.4,0.48,2013,7,Jul,2013-07-01
2013-07-06,"Stockwell Clamps, Assorted Sizes",Office Supplies,Africa,2,9.774,-11.406,2013,7,Jul,2013-07-01
2013-07-06,"Kleencut Letter Opener, High Speed",Office Supplies,Africa,1,26.46,9.24,2013,7,Jul,2013-07-01
2013-07-06,"Jiffy Business Envelopes, Security-Tint",Office Supplies,South,2,31.92,1.86,2013,7,Jul,2013-07-01
2013-07-06,"Stiletto Box Cutter, Serrated",Office Supplies,EMEA,1,32.67,15.0,2013,7,Jul,2013-07-01
2013-07-06,"Cardinal Index Tab, Clear",Office Supplies,Central,6,16.128,1.008,2013,7,Jul,2013-07-01
2013-07-06,"Deflect-O Stacking Tray, Durable",Furniture,Central,2,20.232,-13.168,2013,7,Jul,2013-07-01
2013-07-06,"Xerox Memo Slips, Premium",Office Supplies,Africa,1,13.53,3.24,2013,7,Jul,2013-07-01
2013-07-06,"Avery Hole Reinforcements, Clear",Office Supplies,Africa,1,3.87,0.36,2013,7,Jul,2013-07-01
2013-08-06,"Hamilton Beach Refrigerator, Silver",Office Supplies,Central,3,1352.376,14.976,2013,8,Aug,2013-08-01
2013-08-06,"Cisco Audio Dock, VoIP",Technology,North,5,607.2,103.2,2013,8,Aug,2013-08-01
2013-08-06,"Barricks Coffee Table, Fully Assembled",Furniture,Central Asia,7,2120.79,169.47,2013,8,Aug,2013-08-01
2013-08-06,"Dania Library with Doors, Metal",Furniture,Oceania,2,651.348,-50.712,2013,8,Aug,2013-08-01
2013-08-06,"SanDisk Router, USB",Technology,Central,4,1026.24,430.92,2013,8,Aug,2013-08-01
2013-08-06,"Sharp Wireless Fax, Digital",Technology,Oceania,2,711.12,263.1,2013,8,Aug,2013-08-01
2013-08-06,"Apple Audio Dock, Full Size",Technology,South,4,448.48,49.28,2013,8,Aug,2013-08-01
2013-08-06,"Belkin Router, Erganomic",Technology,Central Asia,3,769.68,130.77,2013,8,Aug,2013-08-01
2013-08-06,"Hewlett Copy Machine, Laser",Technology,Africa,1,263.31,5.25,2013,8,Aug,2013-08-01
2013-08-06,"Hewlett Fax and Copier, Color",Technology,Canada,2,388.62,85.44,2013,8,Aug,2013-08-01
2013-08-06,"Binney & Smith Canvas, Water Color",Office Supplies,Central,3,163.62,78.48,2013,8,Aug,2013-08-01
2013-08-06,"Motorola Office Telephone, with Caller ID",Technology,Caribbean,6,172.224,-74.736,2013,8,Aug,2013-08-01
2013-08-06,"Logitech Keyboard, Programmable",Technology,Central,3,221.85,22.14,2013,8,Aug,2013-08-01
2013-08-06,"Samsung Audio Dock, VoIP",Technology,Caribbean,3,267.072,96.792,2013,8,Aug,2013-08-01
2013-08-06,"SanDisk Router, Erganomic",Technology,Canada,1,254.16,101.64,2013,8,Aug,2013-08-01
2013-08-06,"Breville Blender, Silver",Office Supplies,Canada,1,90.24,15.33,2013,8,Aug,2013-08-01
2013-08-06,"KitchenAid Toaster, Black",Office Supplies,South,3,169.5,61.02,2013,8,Aug,2013-08-01
2013-08-06,"Tenex Lockers, Blue",Office Supplies,North,1,204.15,53.07,2013,8,Aug,2013-08-01
2013-08-06,"Stiletto Trimmer, High Speed",Office Supplies,Central Asia,4,171.0,32.4,2013,8,Aug,2013-08-01
2013-08-06,"Acme Box Cutter, High Speed",Office Supplies,Caribbean,4,60.48,10.08,2013,8,Aug,2013-08-01
2013-08-06,"Stockwell Thumb Tacks, 12 Pack",Office Supplies,Caribbean,7,35.196,-12.404,2013,8,Aug,2013-08-01
2013-08-06,"Brother Copy Machine, Color",Technology,Canada,2,520.98,62.46,2013,8,Aug,2013-08-01
2013-08-06,"GlobeWeis Interoffice Envelope, Security-Tint",Office Supplies,South,3,100.44,31.08,2013,8,Aug,2013-08-01
2013-08-06,"Advantus Clock, Erganomic",Furniture,Central Asia,4,200.04,78.0,2013,8,Aug,2013-08-01
2013-08-06,"Nokia Headset, VoIP",Technology,Central,2,124.44,39.48,2013,8,Aug,2013-08-01
2013-08-06,"Boston Model 1800 Electric Pencil Sharpener, Gray",Office Supplies,South,7,197.05,59.115,2013,8,Aug,2013-08-01
2013-08-06,"Stanley Sketch Pad, Fluorescent",Office Supplies,Central,2,91.38,14.58,2013,8,Aug,2013-08-01
2013-08-06,"Kraft Mailers, Security-Tint",Office Supplies,South,2,80.1,3.96,2013,8,Aug,2013-08-01
2013-08-06,"Rogers Folders, Single Width",Office Supplies,South,4,110.592,-2.568,2013,8,Aug,2013-08-01
2013-08-06,"Eaton Memo Slips, Multicolor",Office Supplies,North Asia,6,90.9,28.08,2013,8,Aug,2013-08-01
2013-08-06,"Enermax Flash Drive, Programmable",Technology,Africa,2,86.04,30.96,2013,8,Aug,2013-08-01
2013-08-06,"Stanley Highlighters, Water Color",Office Supplies,South,4,47.68,12.8,2013,8,Aug,2013-08-01
2013-08-06,"Wilson Jones Binder, Durable",Office Supplies,South,5,72.6,2.85,2013,8,Aug,2013-08-01
2013-08-06,"Ibico Binder Covers, Economy",Office Supplies,North,4,36.4,15.28,2013,8,Aug,2013-08-01
2013-08-06,"Advantus Thumb Tacks, Assorted Sizes",Office Supplies,Central,4,44.16,6.6,2013,8,Aug,2013-08-01
2013-08-06,"Smead Shelving, Single Width",Office Supplies,Central,1,44.064,17.124,2013,8,Aug,2013-08-01
2013-08-06,"OIC Clamps, Bulk Pack",Office Supplies,Central Asia,5,49.425,-24.825,2013,8,Aug,2013-08-01
2013-08-06,"Green Bar Computer Printout Paper, Premium",Office Supplies,Africa,4,35.712,-32.208,2013,8,Aug,2013-08-01
2013-08-06,"Green Bar Parchment Paper, Premium",Office Supplies,Caribbean,2,13.344,0.424,2013,8,Aug,2013-08-01
2013-08-06,"Kraft Clasp Envelope, with clear poly window",Office Supplies,South,4,33.44,2.96,2013,8,Aug,2013-08-01
2013-08-06,"Stanley Pens, Fluorescent",Office Supplies,Africa,1,11.31,0.99,2013,8,Aug,2013-08-01
2013-08-06,"Avery Binder, Durable",Office Supplies,North,2,14.4,-12.96,2013,8,Aug,2013-08-01
2013-08-06,"Accos Push Pins, Assorted Sizes",Office Supplies,South,3,35.91,0.63,2013,8,Aug,2013-08-01
2013-08-06,"Eldon Clock, Black",Furniture,Central Asia,1,56.52,19.2,2013,8,Aug,2013-08-01
2013-08-06,"Eldon Light Bulb, Durable",Furniture,North,5,22.23,-41.22,2013,8,Aug,2013-08-01
2013-08-06,"Ames Clasp Envelope, with clear poly window",Office Supplies,South,3,32.22,3.78,2013,8,Aug,2013-08-01
2013-08-06,"Stockwell Rubber Bands, Bulk Pack",Office Supplies,Africa,2,9.684,-17.136,2013,8,Aug,2013-08-01
2013-08-06,"Harbour Creations Legal Exhibit Labels, Adjustable",Office Supplies,Africa,1,8.85,4.05,2013,8,Aug,2013-08-01
2013-08-06,"Cardinal Hole Reinforcements, Recycled",Office Supplies,EMEA,1,5.7,2.37,2013,8,Aug,2013-08-01
2013-08-06,"Smead Box, Blue",Office Supplies,Central Asia,3,32.31,9.0,2013,8,Aug,2013-08-01
2013-08-06,"Avery Binder Covers, Clear",Office Supplies,Central,2,21.06,4.8,2013,8,Aug,2013-08-01
2013-09-06,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Furniture,South,3,1652.94,314.0586,2013,9,Sep,2013-09-01
2013-09-06,"Dania Corner Shelving, Traditional",Furniture,Oceania,6,659.178,-0.162,2013,9,Sep,2013-09-01
2013-09-06,"Hewlett Wireless Fax, Color",Technology,Southeast Asia,3,1144.89,549.54,2013,9,Sep,2013-09-01
2013-09-06,"Cisco Signal Booster, VoIP",Technology,North Asia,5,759.6,258.15,2013,9,Sep,2013-09-01
2013-09-06,"Belkin Router, Programmable",Technology,Central,5,867.5,173.5,2013,9,Sep,2013-09-01
2013-09-06,"Brother Personal Copier, High-Speed",Technology,Oceania,4,507.924,186.204,2013,9,Sep,2013-09-01
2013-09-06,"Belkin Memory Card, Bluetooth",Technology,North,4,459.24,100.92,2013,9,Sep,2013-09-01
2013-09-06,Global Comet Stacking Arm Chair,Furniture,East,3,887.271,-63.3765,2013,9,Sep,2013-09-01
2013-09-06,Nortel Networks T7316 E Nt8 B27,Technology,South,2,108.784,6.799,2013,9,Sep,2013-09-01
2013-09-06,"Logitech Router, Bluetooth",Technology,North,3,494.64,197.82,2013,9,Sep,2013-09-01
2013-09-06,"HP Fax and Copier, Laser",Technology,North,4,691.56,290.4,2013,9,Sep,2013-09-01
2013-09-06,"Cameo Manila Envelope, Security-Tint",Office Supplies,North,5,147.0,72.0,2013,9,Sep,2013-09-01
2013-09-06,"Nokia Headset, VoIP",Technology,Oceania,3,197.64,13.14,2013,9,Sep,2013-09-01
2013-09-06,"Apple Signal Booster, Full Size",Technology,EMEA,2,82.764,-179.376,2013,9,Sep,2013-09-01
2013-09-06,Geemarc AmpliPOWER60,Technology,Central,3,278.4,80.736,2013,9,Sep,2013-09-01
2013-09-06,"Lesro Coffee Table, Rectangular",Furniture,EMEA,1,74.871,-169.719,2013,9,Sep,2013-09-01
2013-09-06,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Office Supplies,South,7,86.058,-63.1092,2013,9,Sep,2013-09-01
2013-09-06,"Fiskars Trimmer, Easy Grip",Office Supplies,Central Asia,4,175.68,40.32,2013,9,Sep,2013-09-01
2013-09-06,Panasonic KP-380BK Classic Electric Pencil Sharpener,Office Supplies,Central,3,107.94,26.985,2013,9,Sep,2013-09-01
2013-09-06,"Hon Shipping Labels, Alphabetical",Office Supplies,South,12,89.52,9.84,2013,9,Sep,2013-09-01
2013-09-06,"Fellowes Trays, Blue",Office Supplies,South,2,103.302,-3.498,2013,9,Sep,2013-09-01
2013-09-06,"Stanley Markers, Blue",Office Supplies,North,7,103.6,20.72,2013,9,Sep,2013-09-01
2013-09-06,"Hon Bag Chairs, Set of Two",Furniture,South,3,94.8,27.48,2013,9,Sep,2013-09-01
2013-09-06,"Situations Contoured Folding Chairs, 4/Set",Furniture,Central,7,347.802,-24.843,2013,9,Sep,2013-09-01
2013-09-06,"OIC Push Pins, 12 Pack",Office Supplies,North Asia,9,129.06,64.53,2013,9,Sep,2013-09-01
2013-09-06,"Smead Shelving, Single Width",Office Supplies,Central,6,195.84,60.6,2013,9,Sep,2013-09-01
2013-09-06,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Office Supplies,Central,3,194.94,23.3928,2013,9,Sep,2013-09-01
2013-09-06,Office Star - Ergonomically Designed Knee Chair,Furniture,Central,3,242.94,29.1528,2013,9,Sep,2013-09-01
2013-09-06,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,East,2,82.8,10.35,2013,9,Sep,2013-09-01
2013-09-06,HP Standard 104 key PS/2 Keyboard,Technology,West,8,116.0,29.0,2013,9,Sep,2013-09-01
2013-09-06,"BIC Pens, Water Color",Office Supplies,Oceania,5,78.57,13.02,2013,9,Sep,2013-09-01
2013-09-06,"Novimex Bag Chairs, Set of Two",Furniture,Central Asia,6,289.26,95.4,2013,9,Sep,2013-09-01
2013-09-06,Xerox 1885,Office Supplies,East,4,192.16,92.2368,2013,9,Sep,2013-09-01
2013-09-06,"Dania 3-Shelf Cabinet, Metal",Furniture,North,2,150.304,-20.696,2013,9,Sep,2013-09-01
2013-09-06,"Avery 3-Hole Punch, Clear",Office Supplies,EMEA,2,54.66,7.08,2013,9,Sep,2013-09-01
2013-09-06,"Eldon Base for stackable storage shelf, platinum",Office Supplies,Central,3,93.456,-17.523,2013,9,Sep,2013-09-01
2013-09-06,14-7/8 x 11 Blue Bar Computer Printout Paper,Office Supplies,West,2,96.08,46.1184,2013,9,Sep,2013-09-01
2013-09-06,"Logitech Mouse, USB",Technology,South,2,58.98,7.62,2013,9,Sep,2013-09-01
2013-09-06,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Office Supplies,Central,3,70.95,20.5755,2013,9,Sep,2013-09-01
2013-09-06,"Stiletto Scissors, Easy Grip",Office Supplies,Central Asia,3,75.69,4.5,2013,9,Sep,2013-09-01
2013-09-06,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,East,4,43.6,12.208,2013,9,Sep,2013-09-01
2013-09-06,"Eldon Door Stop, Duo Pack",Furniture,Central,3,100.44,34.14,2013,9,Sep,2013-09-01
2013-09-06,"Cardinal Binding Machine, Durable",Office Supplies,EMEA,2,102.54,35.88,2013,9,Sep,2013-09-01
2013-09-06,"Harbour Creations File Folder Labels, Alphabetical",Office Supplies,North,8,45.6,18.56,2013,9,Sep,2013-09-01
2013-09-06,"Stiletto Scissors, High Speed",Office Supplies,Oceania,8,169.992,-15.288,2013,9,Sep,2013-09-01
2013-09-06,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,Central,4,91.36,42.0256,2013,9,Sep,2013-09-01
2013-09-06,"Stiletto Scissors, High Speed",Office Supplies,Central Asia,6,141.66,2.7,2013,9,Sep,2013-09-01
2013-09-06,"Acco Binding Machine, Durable",Office Supplies,Central Asia,2,105.18,44.16,2013,9,Sep,2013-09-01
2013-09-06,"Cuisinart Toaster, Silver",Office Supplies,Central,4,144.56,37.52,2013,9,Sep,2013-09-01
2013-09-06,"6"" Cubicle Wall Clock, Black",Furniture,East,9,58.248,11.6496,2013,9,Sep,2013-09-01
2013-09-06,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Office Supplies,Central,3,62.79,-166.3935,2013,9,Sep,2013-09-01
2013-09-06,"Global Push Button Manager's Chair, Indigo",Furniture,East,2,85.246,-1.2178,2013,9,Sep,2013-09-01
2013-09-06,"Stiletto Ruler, Easy Grip",Office Supplies,North,4,44.0,3.52,2013,9,Sep,2013-09-01
2013-09-06,Staples,Office Supplies,South,3,23.472,7.6284,2013,9,Sep,2013-09-01
2013-09-06,"Xerox Parchment Paper, Multicolor",Office Supplies,Caribbean,3,23.472,-2.388,2013,9,Sep,2013-09-01
2013-09-06,"Ibico Binder, Durable",Office Supplies,Oceania,2,30.564,3.684,2013,9,Sep,2013-09-01
2013-09-06,"Rogers Box, Blue",Office Supplies,Central Asia,2,47.94,13.86,2013,9,Sep,2013-09-01
2013-09-06,"Advantus Rubber Bands, Metal",Office Supplies,Central Asia,3,25.065,-8.595,2013,9,Sep,2013-09-01
2013-09-06,"Acco Binder, Clear",Office Supplies,North,3,29.22,10.5,2013,9,Sep,2013-09-01
2013-09-06,Xerox 202,Office Supplies,Central,5,25.92,9.072,2013,9,Sep,2013-09-01
2013-09-06,Avery 50,Office Supplies,South,2,25.06,11.7782,2013,9,Sep,2013-09-01
2013-09-06,"Kraft Interoffice Envelope, Security-Tint",Office Supplies,South,2,65.76,29.56,2013,9,Sep,2013-09-01
2013-09-06,"Executive Impressions 12"" Wall Clock",Furniture,Central,3,21.204,-11.6622,2013,9,Sep,2013-09-01
2013-09-06,Staples,Office Supplies,Central,8,15.808,5.3352,2013,9,Sep,2013-09-01
2013-09-06,Xerox 1971,Office Supplies,South,3,10.272,3.21,2013,9,Sep,2013-09-01
2013-09-06,"Ibico Binder, Recycled",Office Supplies,Africa,1,15.84,1.26,2013,9,Sep,2013-09-01
2013-09-06,"Global Task Chair, Black",Furniture,East,2,71.246,-19.3382,2013,9,Sep,2013-09-01
2013-09-06,Advantus Map Pennant Flags and Round Head Tacks,Office Supplies,Central,9,28.44,4.266,2013,9,Sep,2013-09-01
2013-09-06,"Advantus Staples, Assorted Sizes",Office Supplies,North,2,11.08,4.96,2013,9,Sep,2013-09-01
2013-09-06,Advantus Push Pins,Office Supplies,West,2,4.36,1.7876,2013,9,Sep,2013-09-01
2013-09-06,"Avery Index Tab, Durable",Office Supplies,Central,3,20.07,5.13,2013,9,Sep,2013-09-01
2013-09-06,"Motorola Headset, Cordless",Technology,Oceania,3,222.993,-9.927,2013,9,Sep,2013-09-01
2013-09-06,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,West,2,11.68,3.942,2013,9,Sep,2013-09-01
2013-09-06,"Kleencut Shears, Easy Grip",Office Supplies,South,1,32.26,10.32,2013,9,Sep,2013-09-01
2013-09-06,"Boston Markers, Easy-Erase",Office Supplies,Central,3,79.92,7.11,2013,9,Sep,2013-09-01
2013-09-06,Avery 520,Office Supplies,Central,7,22.05,10.584,2013,9,Sep,2013-09-01
2013-09-06,Xerox 1930,Office Supplies,Central,2,10.368,3.7584,2013,9,Sep,2013-09-01
2013-09-06,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Office Supplies,East,5,9.555,-7.3255,2013,9,Sep,2013-09-01
2013-09-06,Aluminum Document Frame,Furniture,Central,1,12.22,3.666,2013,9,Sep,2013-09-01
2013-09-06,Recycled Easel Ring Binders,Office Supplies,East,2,8.952,-7.46,2013,9,Sep,2013-09-01
2013-09-06,Newell 329,Office Supplies,East,3,7.872,0.5904,2013,9,Sep,2013-09-01
2013-09-06,"Green Bar Memo Slips, Multicolor",Office Supplies,North,1,12.24,3.42,2013,9,Sep,2013-09-01
2013-09-06,Pressboard Hanging Data Binders for Unburst Sheets,Office Supplies,East,6,8.856,-6.4944,2013,9,Sep,2013-09-01
2013-09-06,"Ames Clasp Envelope, Recycled",Office Supplies,EMEA,1,6.0,1.26,2013,9,Sep,2013-09-01
2013-09-06,Xerox 196,Office Supplies,Central,2,9.248,3.3524,2013,9,Sep,2013-09-01
2013-09-06,"Accos Staples, Bulk Pack",Office Supplies,EMEA,1,10.95,2.19,2013,9,Sep,2013-09-01
2013-09-06,"Cardinal Hole Reinforcements, Recycled",Office Supplies,Africa,1,5.7,2.37,2013,9,Sep,2013-09-01
2013-10-06,"Hon Shipping Labels, Alphabetical",Office Supplies,Oceania,3,30.213,11.673,2013,10,Oct,2013-10-01
2013-10-06,"Enermax Mouse, Bluetooth",Technology,Southeast Asia,2,42.7074,-2.4726,2013,10,Oct,2013-10-01
2013-11-06,"Sharp Wireless Fax, Laser",Technology,Africa,4,1423.68,355.92,2013,11,Nov,2013-11-01
2013-11-06,"Hewlett Ink, Color",Technology,North,5,675.54,29.94,2013,11,Nov,2013-11-01
2013-11-06,Laminate Occasional Tables,Furniture,Central,8,863.128,-160.2952,2013,11,Nov,2013-11-01
2013-11-06,"Okidata Inkjet, Durable",Technology,Central,2,625.02,6.24,2013,11,Nov,2013-11-01
2013-11-06,"Tenex Chairmat w/ Average Lip, 45"" x 53""",Furniture,South,5,756.8,75.68,2013,11,Nov,2013-11-01
2013-11-06,O'Sullivan Plantations 2-Door Library in Landvery Oak,Furniture,Central,7,956.6648,-225.0976,2013,11,Nov,2013-11-01
2013-11-06,"Smead Lockers, Industrial",Office Supplies,Caribbean,5,663.0,159.1,2013,11,Nov,2013-11-01
2013-11-06,Cherry 142-key Programmable Keyboard,Technology,West,4,479.72,52.7692,2013,11,Nov,2013-11-01
2013-11-06,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,South,2,273.96,71.2296,2013,11,Nov,2013-11-01
2013-11-06,"Hoover Coffee Grinder, Red",Office Supplies,North,3,137.58,27.48,2013,11,Nov,2013-11-01
2013-11-06,"SAFCO Chairmat, Set of Two",Furniture,Southeast Asia,3,135.9333,14.8833,2013,11,Nov,2013-11-01
2013-11-06,"Belkin Router, USB",Technology,Central,3,310.752,-31.128,2013,11,Nov,2013-11-01
2013-11-06,"Fellowes File Cart, Blue",Office Supplies,Central,5,617.895,205.845,2013,11,Nov,2013-11-01
2013-11-06,"Ikea Corner Shelving, Metal",Furniture,Caribbean,4,326.72,26.08,2013,11,Nov,2013-11-01
2013-11-06,"Elite Trimmer, High Speed",Office Supplies,North Asia,2,83.34,19.98,2013,11,Nov,2013-11-01
2013-11-06,"Memorex Router, USB",Technology,Caribbean,3,492.84,4.92,2013,11,Nov,2013-11-01
2013-11-06,"Cisco Office Telephone, Full Size",Technology,Southeast Asia,9,610.6725,110.3625,2013,11,Nov,2013-11-01
2013-11-06,"Boston Canvas, Fluorescent",Office Supplies,EMEA,2,109.8,19.74,2013,11,Nov,2013-11-01
2013-11-06,"Canon Fax and Copier, Laser",Technology,North,2,382.68,179.82,2013,11,Nov,2013-11-01
2013-11-06,"BIC Sketch Pad, Water Color",Office Supplies,Central,7,362.88,54.39,2013,11,Nov,2013-11-01
2013-11-06,"Jiffy Interoffice Envelope, Recycled",Office Supplies,South,5,150.8,51.2,2013,11,Nov,2013-11-01
2013-11-06,"Panasonic Inkjet, Wireless",Technology,Africa,1,312.09,21.84,2013,11,Nov,2013-11-01
2013-11-06,"Apple Headset, Cordless",Technology,Caribbean,3,121.776,-4.584,2013,11,Nov,2013-11-01
2013-11-06,Microsoft Natural Ergonomic Keyboard 4000,Technology,South,3,89.97,18.8937,2013,11,Nov,2013-11-01
2013-11-06,"Stiletto Trimmer, High Speed",Office Supplies,Southeast Asia,7,158.6025,-83.9475,2013,11,Nov,2013-11-01
2013-11-06,"Acco Binder Covers, Recycled",Office Supplies,North,7,63.84,5.74,2013,11,Nov,2013-11-01
2013-11-06,Premium Transparent Presentation Covers by GBC,Office Supplies,Central,5,104.9,50.352,2013,11,Nov,2013-11-01
2013-11-06,"Eldon Shelving, Blue",Office Supplies,Central,4,174.312,32.832,2013,11,Nov,2013-11-01
2013-11-06,"Tenex Lockers, Blue",Office Supplies,Africa,1,204.15,53.07,2013,11,Nov,2013-11-01
2013-11-06,"Novimex Rocking Chair, Set of Two",Furniture,North,7,935.76,102.9,2013,11,Nov,2013-11-01
2013-11-06,"Tenex Shelving, Wire Frame",Office Supplies,Southeast Asia,3,133.7877,-0.0423,2013,11,Nov,2013-11-01
2013-11-06,KeyTronic E03601U1 - Keyboard - Beige,Technology,West,4,72.0,12.96,2013,11,Nov,2013-11-01
2013-11-06,Harbour Creations 67200 Series Stacking Chairs,Furniture,West,2,113.888,9.9652,2013,11,Nov,2013-11-01
2013-11-06,"Boston Highlighters, Fluorescent",Office Supplies,EMEA,2,40.26,10.44,2013,11,Nov,2013-11-01
2013-11-06,GBC Twin Loop Wire Binding Elements,Office Supplies,West,2,53.248,19.968,2013,11,Nov,2013-11-01
2013-11-06,"Strathmore #10 Envelopes, Ultimate White",Office Supplies,West,3,158.13,77.4837,2013,11,Nov,2013-11-01
2013-11-06,"Harbour Creations Bag Chairs, Adjustable",Furniture,North,2,128.22,58.98,2013,11,Nov,2013-11-01
2013-11-06,"Tenex Shelving, Wire Frame",Office Supplies,Central,5,107.46,-51.94,2013,11,Nov,2013-11-01
2013-11-06,"Smead Folders, Blue",Office Supplies,Central,7,122.43,14.49,2013,11,Nov,2013-11-01
2013-11-06,"Stockwell Clamps, Assorted Sizes",Office Supplies,North,10,166.8,63.3,2013,11,Nov,2013-11-01
2013-11-06,"Memorex Mouse, Bluetooth",Technology,Africa,4,112.68,4.44,2013,11,Nov,2013-11-01
2013-11-06,"Green Bar Message Books, Premium",Office Supplies,Africa,4,95.16,9.48,2013,11,Nov,2013-11-01
2013-11-06,"Samsung Audio Dock, Full Size",Technology,North,3,336.24,100.86,2013,11,Nov,2013-11-01
2013-11-06,"BIC Highlighters, Water Color",Office Supplies,Southeast Asia,3,55.0539,-11.2761,2013,11,Nov,2013-11-01
2013-11-06,"Kleencut Letter Opener, Easy Grip",Office Supplies,EMEA,2,57.36,6.84,2013,11,Nov,2013-11-01
2013-11-06,Logitech Wireless Headset H600 Over-The-Head Design,Technology,Central,5,171.96,45.1395,2013,11,Nov,2013-11-01
2013-11-06,"Elite Trimmer, Serrated",Office Supplies,North,3,76.74,28.38,2013,11,Nov,2013-11-01
2013-11-06,"Xerox Parchment Paper, Recycled",Office Supplies,North,3,39.51,17.73,2013,11,Nov,2013-11-01
2013-11-06,"Sanford Pencil Sharpener, Easy-Erase",Office Supplies,Central,4,108.36,54.12,2013,11,Nov,2013-11-01
2013-11-06,"Wilson Jones Binding Machine, Economy",Office Supplies,North,5,163.2,45.6,2013,11,Nov,2013-11-01
2013-11-06,"Rubbermaid Clock, Erganomic",Furniture,Southeast Asia,7,249.2658,57.9558,2013,11,Nov,2013-11-01
2013-11-06,"Epson Phone, Durable",Technology,Africa,1,24.327,-45.423,2013,11,Nov,2013-11-01
2013-11-06,Prismacolor Color Pencil Set,Office Supplies,Central,2,39.68,16.2688,2013,11,Nov,2013-11-01
2013-11-06,Avery 503,Office Supplies,Central,5,51.75,24.84,2013,11,Nov,2013-11-01
2013-11-06,"Eldon Folders, Industrial",Office Supplies,Southeast Asia,5,72.459,-12.291,2013,11,Nov,2013-11-01
2013-11-06,"Binney & Smith Markers, Water Color",Office Supplies,Africa,1,8.181,-14.469,2013,11,Nov,2013-11-01
2013-11-06,"Smead Folders, Wire Frame",Office Supplies,Southeast Asia,3,41.2344,-1.5156,2013,11,Nov,2013-11-01
2013-11-06,Cardinal Holdit Data Disk Pockets,Office Supplies,West,5,29.12,9.828,2013,11,Nov,2013-11-01
2013-11-06,"BIC Highlighters, Fluorescent",Office Supplies,Africa,1,20.19,6.66,2013,11,Nov,2013-11-01
2013-11-06,"Stockwell Rubber Bands, 12 Pack",Office Supplies,Africa,2,31.14,9.3,2013,11,Nov,2013-11-01
2013-11-06,"Logitech Mouse, Bluetooth",Technology,Africa,1,29.28,13.17,2013,11,Nov,2013-11-01
2013-11-06,"Fellowes File Cart, Wire Frame",Office Supplies,Central,3,163.656,-95.484,2013,11,Nov,2013-11-01
2013-11-06,"Epson Calculator, Wireless",Technology,EMEA,1,18.564,-4.656,2013,11,Nov,2013-11-01
2013-11-06,"Green Bar Note Cards, 8.5 x 11",Office Supplies,Central,3,35.64,-16.08,2013,11,Nov,2013-11-01
2013-11-06,"GlobeWeis Manila Envelope, with clear poly window",Office Supplies,Africa,1,30.93,9.57,2013,11,Nov,2013-11-01
2013-11-06,"Elite Scissors, Steel",Office Supplies,North,2,29.24,7.88,2013,11,Nov,2013-11-01
